"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Descrizione Sesso"";""Cl_età_0-5"";""Cl_età_06-12"";""Cl_età_13-18"";""Cl_età_19-24"";""Cl_età_25-34"";""Cl_età_35-44"";""Cl_età_45-54"";""Cl_età_55-64"";""Cl_età_65-74"";""Cl_età_over_75"""
"2022;""12026400"";""CASA DI CURA VILLA VERDE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""16"";""17"";""199"""
"2022;""12026400"";""CASA DI CURA VILLA VERDE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""20"";""106"""
"2022;""12026500"";""ROME AMERICAN HOSPITAL"";""Femmina"";""***"";""***"";""***"";""12"";""29"";""48"";""103"";""132"";""116"";""135"""
"2022;""12026500"";""ROME AMERICAN HOSPITAL"";""Maschio"";""***"";""***"";""7"";""11"";""18"";""41"";""75"";""165"";""148"";""157"""
"2022;""12026700"";""OSPEDALE SANDRO PERTINI"";""Femmina"";""506"";""34"";""112"";""388"";""1.237"";""1.198"";""737"";""877"";""904"";""1.627"""
"2022;""12026700"";""OSPEDALE SANDRO PERTINI"";""Maschio"";""607"";""34"";""58"";""141"";""276"";""349"";""594"";""948"";""1.111"";""1.528"""
"2022;""12027100"";""POLO OSPEDALIERO"";""Femmina"";""656"";""112"";""112"";""207"";""870"";""825"";""675"";""863"";""1.133"";""2.303"""
"2022;""12027100"";""POLO OSPEDALIERO"";""Maschio"";""689"";""99"";""115"";""125"";""206"";""311"";""708"";""1.095"";""1.667"";""2.356"""
"2022;""12027700"";""CASA CURA PRIVATA'SAN RAFFAELE' CASSINO"";""Femmina"";""***"";""***"";""***"";""***"";""6"";""16"";""48"";""125"";""269"";""752"""
"2022;""12027700"";""CASA CURA PRIVATA'SAN RAFFAELE' CASSINO"";""Maschio"";""***"";""***"";""***"";""***"";""7"";""22"";""82"";""169"";""331"";""595"""
"2022;""12027800"";""CASA DI CURA 'VILLA SILVANA'"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""35"";""90"";""111"""
"2022;""12027800"";""CASA DI CURA 'VILLA SILVANA'"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""6"";""13"";""23"";""56"";""36"""
"2022;""12027900"";""I.N.I. DIV.DISTACCAT CITTA` BIANCA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""6"";""33"";""70"";""183"";""332"""
"2022;""12027900"";""I.N.I. DIV.DISTACCAT CITTA` BIANCA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""9"";""41"";""80"";""155"";""198"""
"2022;""12027900"";""I.N.I. DIV.DISTACCAT CITTA` BIANCA"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12028000"";""C.D.C SAN RAFFAELE MONTECOMPATRI"";""Femmina"";""***"";""***"";""***"";""10"";""15"";""19"";""44"";""114"";""201"";""380"""
"2022;""12028000"";""C.D.C SAN RAFFAELE MONTECOMPATRI"";""Maschio"";""***"";""***"";""***"";""***"";""18"";""18"";""76"";""191"";""281"";""329"""
"2022;""12028300"";""C. DI C. 'ISTITUTO CLINICO CASALPALOCCO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""6"";""30"";""51"";""103"";""481"""
"2022;""12028300"";""C. DI C. 'ISTITUTO CLINICO CASALPALOCCO"";""Maschio"";""***"";""***"";""***"";""***"";""6"";""20"";""44"";""98"";""147"";""426"""
"2022;""12028400"";""NOMENTANA HOSPITAL SRL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""31"";""109"";""224"";""461"""
"2022;""12028400"";""NOMENTANA HOSPITAL SRL"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""10"";""42"";""102"";""163"";""215"""
"2022;""12028501"";""PRESIDIO SAN FILIPPO NERI"";""Femmina"";""487"";""***"";""64"";""260"";""956"";""996"";""651"";""826"";""909"";""1.992"""
"2022;""12028501"";""PRESIDIO SAN FILIPPO NERI"";""Maschio"";""508"";""***"";""43"";""109"";""212"";""300"";""627"";""1.107"";""1.327"";""2.080"""
"2022;""12028503"";""PRESIDIO CASSIA SANT'ANDREA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""26"";""9"""
"2022;""12028503"";""PRESIDIO CASSIA SANT'ANDREA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""42"";""65"";""63"""
"2022;""12028600"";""CASA DI CURA VILLA LUANA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""23"";""95"""
"2022;""12028600"";""CASA DI CURA VILLA LUANA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""10"";""17"";""57"""
"2022;""12028800"";""VILLA TIBERIA HOSPITAL"";""Femmina"";""***"";""***"";""***"";""51"";""107"";""223"";""327"";""332"";""328"";""941"""
"2022;""12028800"";""VILLA TIBERIA HOSPITAL"";""Maschio"";""***"";""***"";""17"";""36"";""101"";""130"";""250"";""379"";""494"";""895"""
"2022;""12028900"";""VILLA DEI PINI ASA SRL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""16"";""40"";""83"";""304"""
"2022;""12028900"";""VILLA DEI PINI ASA SRL"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""19"";""70"";""160"""
"2022;""12029000"";""CASA DI CURA KAROL WOJTYLA HOSPITAL"";""Femmina"";""***"";""***"";""10"";""16"";""25"";""36"";""102"";""164"";""163"";""128"""
"2022;""12029000"";""CASA DI CURA KAROL WOJTYLA HOSPITAL"";""Maschio"";""***"";""***"";""17"";""31"";""31"";""62"";""102"";""117"";""91"";""65"""
"2022;""12029100"";""CASA DI CURA SRL 'SORA'"";""Femmina"";""***"";""***"";""***"";""***"";""9"";""6"";""27"";""44"";""85"";""399"""
"2022;""12029100"";""CASA DI CURA SRL 'SORA'"";""Maschio"";""***"";""***"";""***"";""***"";""6"";""19"";""29"";""45"";""104"";""279"""
"2022;""12029200"";""OSPEDALE DEI CASTELLI"";""Femmina"";""702"";""46"";""53"";""207"";""883"";""671"";""423"";""473"";""581"";""1.235"""
"2022;""12029200"";""OSPEDALE DEI CASTELLI"";""Maschio"";""703"";""46"";""37"";""83"";""135"";""158"";""345"";""531"";""777"";""1.153"""
"2022;""12029300"";""CASA DI CURA VILLA AURORA"";""Femmina"";""***"";""***"";""7"";""9"";""8"";""27"";""72"";""113"";""126"";""121"""
"2022;""12029300"";""CASA DI CURA VILLA AURORA"";""Maschio"";""***"";""***"";""15"";""33"";""39"";""47"";""70"";""115"";""91"";""50"""
"2022;""12029400"";""POLICLINICO CASILINO"";""Femmina"";""2.373"";""***"";""45"";""432"";""3.003"";""2.768"";""936"";""884"";""1.279"";""2.517"""
"2022;""12029400"";""POLICLINICO CASILINO"";""Maschio"";""2.477"";""***"";""44"";""142"";""210"";""355"";""801"";""1.540"";""2.166"";""2.753"""
"2022;""12029500"";""POLICLINICO LUIGI DI LIEGRO"";""Femmina"";""***"";""***"";""11"";""26"";""122"";""314"";""419"";""430"";""496"";""1.247"""
"2022;""12029500"";""POLICLINICO LUIGI DI LIEGRO"";""Maschio"";""***"";""***"";""20"";""54"";""99"";""118"";""237"";""360"";""526"";""867"""
"2022;""12029500"";""POLICLINICO LUIGI DI LIEGRO"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12029600"";""CASA DI CURA VILLA BETANIA"";""Femmina"";""***"";""***"";""13"";""13"";""43"";""69"";""177"";""370"";""690"";""816"""
"2022;""12029600"";""CASA DI CURA VILLA BETANIA"";""Maschio"";""***"";""***"";""33"";""63"";""114"";""154"";""270"";""506"";""636"";""509"""
"2022;""12029700"";""CLINICA FENICE PARIOLI SRL"";""Femmina"";""***"";""***"";""29"";""90"";""231"";""253"";""233"";""199"";""77"";""36"""
"2022;""12029700"";""CLINICA FENICE PARIOLI SRL"";""Maschio"";""***"";""***"";""14"";""28"";""61"";""44"";""71"";""62"";""37"";""31"""
"2022;""12029800"";""CASA DI CURA SALUS INFIRMORUM"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""27"";""71"";""261"""
"2022;""12029800"";""CASA DI CURA SALUS INFIRMORUM"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""26"";""39"";""42"";""91"""
"2022;""12030000"";""CASA DI CURA VILLA VALERIA"";""Femmina"";""***"";""***"";""26"";""112"";""241"";""232"";""172"";""111"";""105"";""100"""
"2022;""12030000"";""CASA DI CURA VILLA VALERIA"";""Maschio"";""***"";""***"";""23"";""56"";""60"";""36"";""55"";""77"";""68"";""77"""
"2022;""12030100"";""C.DI C. AUXOLOGICO ROMA - BUON PASTORE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""7"";""16"";""64"";""135"";""326"""
"2022;""12030100"";""C.DI C. AUXOLOGICO ROMA - BUON PASTORE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""8"";""20"";""54"";""85"";""179"""
"2022;""12030200"";""OSPEDALE REGINA APOSTOLORUM"";""Femmina"";""***"";""***"";""***"";""13"";""51"";""113"";""229"";""325"";""423"";""868"""
"2022;""12030200"";""OSPEDALE REGINA APOSTOLORUM"";""Maschio"";""***"";""***"";""10"";""33"";""60"";""101"";""259"";""579"";""886"";""1.031"""
"2022;""12030300"";""VILLA SALARIA HOSPITAL S.R.L."";""Femmina"";""***"";""***"";""15"";""46"";""108"";""173"";""143"";""116"";""77"";""97"""
"2022;""12030300"";""VILLA SALARIA HOSPITAL S.R.L."";""Maschio"";""***"";""***"";""9"";""15"";""32"";""28"";""67"";""74"";""84"";""83"""
"2022;""12030400"";""CASA DI CURA NEPI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""13"""
"2022;""12030400"";""CASA DI CURA NEPI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""10"""
"2022;""12030500"";""DATO ERRATO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""***"";""***"";""10"""
"2022;""12030500"";""DATO ERRATO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""***"";""***"""
"2022;""12030500"";""OSPEDALE FATEBENEFATELLI-ISOLA TIBERINA"";""Femmina"";""506"";""***"";""18"";""114"";""667"";""826"";""402"";""375"";""316"";""515"""
"2022;""12030500"";""OSPEDALE FATEBENEFATELLI-ISOLA TIBERINA"";""Maschio"";""549"";""***"";""19"";""43"";""79"";""99"";""205"";""362"";""370"";""535"""
"2022;""12032800"";""CASA DI CURA PRIVATA `DON CARLO GNOCCHI`"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""15"";""84"""
"2022;""12032800"";""CASA DI CURA PRIVATA `DON CARLO GNOCCHI`"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""15"";""34"""
"2022;""12060600"";""CASA DI CURA S. RAFFAELE PORTUENSE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""9"";""29"";""83"";""195"";""309"""
"2022;""12060600"";""CASA DI CURA S. RAFFAELE PORTUENSE"";""Maschio"";""***"";""***"";""***"";""8"";""9"";""16"";""36"";""107"";""91"";""121"""
"2022;""12090100"";""AZ.OSP.SAN CAMILLO-FORLANINI"";""Femmina"";""1.185"";""239"";""372"";""724"";""2.545"";""2.540"";""2.097"";""2.479"";""2.721"";""4.724"""
"2022;""12090100"";""AZ.OSP.SAN CAMILLO-FORLANINI"";""Maschio"";""1.363"";""385"";""443"";""413"";""781"";""895"";""1.930"";""3.203"";""3.646"";""4.877"""
"2022;""12090201"";""AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA"";""Femmina"";""522"";""***"";""143"";""543"";""1.600"";""1.842"";""1.669"";""1.955"";""2.134"";""4.309"""
"2022;""12090201"";""AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA"";""Maschio"";""563"";""***"";""126"";""281"";""564"";""739"";""1.365"";""2.056"";""2.670"";""3.668"""
"2022;""12090202"";""A.O. S.GIOVANNI-ADDOLORATA-CELIO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""***"";""10"";""14"""
"2022;""12090202"";""A.O. S.GIOVANNI-ADDOLORATA-CELIO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""14"";""10"";""15"";""22"""
"2022;""12090401"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""Femmina"";""8.361"";""7.738"";""6.503"";""1.309"";""700"";""293"";""87"";""11"";""***"";""***"""
"2022;""12090401"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""Maschio"";""10.778"";""9.782"";""7.163"";""1.615"";""871"";""247"";""65"";""15"";""***"";""***"""
"2022;""12090402"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""Femmina"";""3.340"";""3.053"";""1.854"";""295"";""163"";""97"";""32"";""14"";""***"";""***"""
"2022;""12090402"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""Maschio"";""4.744"";""4.003"";""2.542"";""414"";""135"";""56"";""18"";""8"";""***"";""***"""
"2022;""12090403"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""Femmina"";""184"";""144"";""37"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12090403"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""Maschio"";""318"";""226"";""42"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12090501"";""POLICLINICO UNIVERSITARIO A. GEMELLI"";""Femmina"";""4.103"";""1.635"";""1.481"";""1.598"";""5.420"";""6.882"";""7.736"";""7.935"";""7.215"";""7.284"""
"2022;""12090501"";""POLICLINICO UNIVERSITARIO A. GEMELLI"";""Maschio"";""5.179"";""2.477"";""1.736"";""1.121"";""1.613"";""2.196"";""4.110"";""6.304"";""7.566"";""7.250"""
"2022;""12090502"";""COMPLESSO INTEGRATO COLUMBUS (C.I.C.)"";""Femmina"";""***"";""7"";""21"";""48"";""131"";""221"";""477"";""618"";""510"";""681"""
"2022;""12090502"";""COMPLESSO INTEGRATO COLUMBUS (C.I.C.)"";""Maschio"";""***"";""***"";""19"";""25"";""73"";""145"";""237"";""348"";""343"";""522"""
"2022;""12090600"";""POLICLINICO U. I"";""Femmina"";""1.634"";""824"";""1.369"";""887"";""2.134"";""2.121"";""2.342"";""2.505"";""2.539"";""4.146"""
"2022;""12090600"";""POLICLINICO U. I"";""Maschio"";""2.100"";""1.021"";""1.098"";""712"";""1.093"";""1.325"";""2.151"";""3.279"";""3.688"";""4.313"""
"2022;""12090801"";""IFO - ISTITUTO REGINA ELENA"";""Femmina"";""***"";""***"";""26"";""94"";""228"";""544"";""1.134"";""1.204"";""1.000"";""609"""
"2022;""12090801"";""IFO - ISTITUTO REGINA ELENA"";""Maschio"";""***"";""***"";""31"";""29"";""74"";""173"";""408"";""875"";""1.194"";""840"""
"2022;""12090802"";""IFO - ISTITUTO SAN GALLICANO"";""Femmina"";""***"";""***"";""***"";""6"";""15"";""27"";""62"";""102"";""110"";""196"""
"2022;""12090802"";""IFO - ISTITUTO SAN GALLICANO"";""Maschio"";""***"";""***"";""***"";""***"";""14"";""26"";""64"";""95"";""152"";""363"""
"2022;""12090900"";""I.R.C.C.S. S. LUCIA"";""Femmina"";""***"";""***"";""6"";""16"";""32"";""49"";""84"";""113"";""139"";""218"""
"2022;""12090900"";""I.R.C.C.S. S. LUCIA"";""Maschio"";""***"";""***"";""19"";""20"";""40"";""82"";""118"";""203"";""217"";""249"""
"2022;""12091000"";""IRCCS SAN RAFFAELE PISANA"";""Femmina"";""***"";""24"";""18"";""9"";""35"";""27"";""84"";""230"";""483"";""1.110"""
"2022;""12091000"";""IRCCS SAN RAFFAELE PISANA"";""Maschio"";""11"";""23"";""25"";""18"";""28"";""44"";""187"";""363"";""608"";""870"""
"2022;""12091100"";""I.D.I. - FONDAZIONE LUIGI MARIA MONTI"";""Femmina"";""10"";""26"";""69"";""97"";""248"";""436"";""878"";""1.053"";""1.084"";""1.686"""
"2022;""12091100"";""I.D.I. - FONDAZIONE LUIGI MARIA MONTI"";""Maschio"";""80"";""63"";""74"";""102"";""217"";""292"";""547"";""859"";""1.275"";""1.936"""
"2022;""12091300"";""IRCCS - FONDAZIONE G.B. BIETTI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""7"";""12"""
"2022;""12091300"";""IRCCS - FONDAZIONE G.B. BIETTI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""9"";""12"""
"2022;""12091500"";""POLICL. UNIV. CAMPUS BIO MEDICO"";""Femmina"";""15"";""55"";""125"";""323"";""685"";""1.244"";""2.308"";""2.762"";""2.884"";""3.375"""
"2022;""12091500"";""POLICL. UNIV. CAMPUS BIO MEDICO"";""Maschio"";""56"";""101"";""192"";""418"";""530"";""789"";""1.638"";""2.699"";""3.656"";""3.581"""
"2022;""12091800"";""INMI 'L.SPALLANZANI' - IRCCS"";""Femmina"";""***"";""***"";""***"";""21"";""75"";""106"";""151"";""176"";""224"";""492"""
"2022;""12091800"";""INMI 'L.SPALLANZANI' - IRCCS"";""Maschio"";""***"";""***"";""9"";""37"";""131"";""204"";""331"";""385"";""352"";""573"""
"2022;""12091900"";""AZIENDA OSPEDALIERA SANT`ANDREA"";""Femmina"";""136"";""206"";""295"";""207"";""390"";""616"";""1.231"";""1.463"";""1.752"";""2.674"""
"2022;""12091900"";""AZIENDA OSPEDALIERA SANT`ANDREA"";""Maschio"";""172"";""279"";""260"";""241"";""438"";""532"";""1.175"";""1.874"";""2.549"";""2.928"""
"2022;""12092000"";""AZ. OSP. UNIV. POLICLINICO TOR VERGATA"";""Femmina"";""106"";""273"";""306"";""284"";""427"";""739"";""1.300"";""1.628"";""1.844"";""2.589"""
"2022;""12092000"";""AZ. OSP. UNIV. POLICLINICO TOR VERGATA"";""Maschio"";""328"";""669"";""431"";""307"";""477"";""695"";""1.355"";""2.244"";""2.784"";""2.949"""
"2022;""13000100"";""P.O.SAN SALVATORE L'AQUILA"";""Femmina"";""558"";""130"";""122"";""244"";""815"";""1.029"";""986"";""1.183"";""1.333"";""2.257"""
"2022;""13000100"";""P.O.SAN SALVATORE L'AQUILA"";""Maschio"";""720"";""319"";""200"";""166"";""331"";""426"";""691"";""1.218"";""1.813"";""2.442"""
"2022;""13000200"";""PO SULMONA ' DELL' ANNUNZIATA'"";""Femmina"";""113"";""21"";""18"";""35"";""147"";""121"";""147"";""149"";""246"";""740"""
"2022;""13000200"";""PO SULMONA ' DELL' ANNUNZIATA'"";""Maschio"";""111"";""30"";""32"";""39"";""57"";""85"";""161"";""258"";""418"";""654"""
"2022;""13000300"";""PO AVEZZANO 'S. FILIPPO E NICOLA'"";""Femmina"";""536"";""67"";""80"";""238"";""862"";""795"";""564"";""544"";""719"";""1.733"""
"2022;""13000300"";""PO AVEZZANO 'S. FILIPPO E NICOLA'"";""Maschio"";""574"";""89"";""97"";""84"";""131"";""211"";""404"";""707"";""1.146"";""1.593"""
"2022;""13000500"";""PRESIDIO OSPEDALIERO CASTEL DI SANGRO"";""Femmina"";""***"";""***"";""***"";""***"";""13"";""12"";""34"";""52"";""90"";""207"""
"2022;""13000500"";""PRESIDIO OSPEDALIERO CASTEL DI SANGRO"";""Maschio"";""***"";""***"";""8"";""8"";""13"";""15"";""47"";""57"";""96"";""183"""
"2022;""13000600"";""PO TAGLIACOZZO ' UMBERTO I'"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""35"";""130"""
"2022;""13000600"";""PO TAGLIACOZZO ' UMBERTO I'"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""25"";""49"";""96"""
"2022;""13001000"";""CASA DI CURA 'DI LORENZO'"";""Femmina"";""***"";""7"";""22"";""26"";""80"";""143"";""272"";""244"";""255"";""345"""
"2022;""13001000"";""CASA DI CURA 'DI LORENZO'"";""Maschio"";""***"";""14"";""36"";""41"";""80"";""86"";""169"";""199"";""223"";""262"""
"2022;""13001200"";""CASA DI CURA L'IMMACOLATA"";""Femmina"";""***"";""7"";""31"";""60"";""187"";""256"";""307"";""229"";""234"";""315"""
"2022;""13001200"";""CASA DI CURA L'IMMACOLATA"";""Maschio"";""***"";""***"";""30"";""45"";""109"";""162"";""201"";""228"";""250"";""248"""
"2022;""13001300"";""CASA DI CURA 'S RAFFAELE SPA'"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""10"";""30"";""50"";""68"""
"2022;""13001300"";""CASA DI CURA 'S RAFFAELE SPA'"";""Maschio"";""***"";""***"";""***"";""8"";""***"";""12"";""24"";""35"";""44"";""74"""
"2022;""13001400"";""OSPEDALE MAZZINI"";""Femmina"";""589"";""112"";""101"";""223"";""820"";""819"";""630"";""802"";""1.042"";""2.317"""
"2022;""13001400"";""OSPEDALE MAZZINI"";""Maschio"";""686"";""133"";""113"";""132"";""216"";""315"";""604"";""1.107"";""1.621"";""2.508"""
"2022;""13001500"";""OSPEDALE MARIA S.S. DELLO SPLENDORE"";""Femmina"";""***"";""***"";""44"";""44"";""47"";""85"";""139"";""202"";""265"";""925"""
"2022;""13001500"";""OSPEDALE MARIA S.S. DELLO SPLENDORE"";""Maschio"";""***"";""***"";""24"";""65"";""122"";""133"";""246"";""320"";""402"";""786"""
"2022;""13001600"";""OSPEDALE SAN LIBERATORE DI ATRI"";""Femmina"";""18"";""48"";""48"";""35"";""72"";""110"";""265"";""502"";""511"";""1.052"""
"2022;""13001600"";""OSPEDALE SAN LIBERATORE DI ATRI"";""Maschio"";""11"";""51"";""83"";""84"";""136"";""158"";""240"";""405"";""566"";""906"""
"2022;""13001700"";""OSPEDALE-VAL VIBRATA SANT'OMERO"";""Femmina"";""478"";""38"";""43"";""85"";""571"";""518"";""348"";""353"";""387"";""797"""
"2022;""13001700"";""OSPEDALE-VAL VIBRATA SANT'OMERO"";""Maschio"";""541"";""49"";""31"";""35"";""71"";""101"";""232"";""340"";""433"";""665"""
"2022;""13001800"";""P.O. 'SPIRITO SANTO' PESCARA"";""Femmina"";""1.633"";""332"";""306"";""385"";""1.758"";""1.680"";""1.193"";""1.633"";""2.065"";""3.628"""
"2022;""13001800"";""P.O. 'SPIRITO SANTO' PESCARA"";""Maschio"";""2.093"";""586"";""396"";""299"";""463"";""667"";""1.266"";""2.025"";""2.875"";""3.897"""
"2022;""13001900"";""P.O. S. MASSIMO DI PENNE"";""Femmina"";""***"";""***"";""43"";""127"";""290"";""312"";""240"";""274"";""316"";""480"""
"2022;""13001900"";""P.O. S. MASSIMO DI PENNE"";""Maschio"";""***"";""***"";""26"";""66"";""72"";""133"";""193"";""275"";""310"";""445"""
"2022;""13002000"";""P.O.'S.S. TRINITA'' POPOLI"";""Femmina"";""***"";""***"";""12"";""20"";""28"";""53"";""103"";""194"";""283"";""521"""
"2022;""13002000"";""P.O.'S.S. TRINITA'' POPOLI"";""Maschio"";""***"";""9"";""42"";""44"";""72"";""93"";""179"";""236"";""280"";""387"""
"2022;""13002200"";""CASA DI CURA PIERANGELI"";""Femmina"";""***"";""***"";""21"";""52"";""130"";""313"";""609"";""750"";""913"";""1.062"""
"2022;""13002200"";""CASA DI CURA PIERANGELI"";""Maschio"";""***"";""***"";""68"";""111"";""185"";""243"";""500"";""823"";""1.273"";""1.279"""
"2022;""13002400"";""CASA DI CURA VILLA SERENA"";""Femmina"";""18"";""46"";""50"";""50"";""108"";""233"";""460"";""771"";""1.118"";""1.327"""
"2022;""13002400"";""CASA DI CURA VILLA SERENA"";""Maschio"";""84"";""162"";""157"";""96"";""190"";""283"";""642"";""1.117"";""1.491"";""1.451"""
"2022;""13002600"";""P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI"";""Femmina"";""1.254"";""182"";""148"";""214"";""1.276"";""1.199"";""642"";""811"";""1.114"";""2.204"""
"2022;""13002600"";""P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI"";""Maschio"";""1.393"";""225"";""178"";""147"";""265"";""466"";""853"";""1.327"";""1.871"";""2.408"""
"2022;""13002800"";""P.O. LANCIANO 'RENZETTI'"";""Femmina"";""374"";""84"";""75"";""86"";""340"";""340"";""303"";""322"";""398"";""997"""
"2022;""13002800"";""P.O. LANCIANO 'RENZETTI'"";""Maschio"";""352"";""124"";""105"";""97"";""156"";""197"";""266"";""373"";""450"";""851"""
