orpha_code,name,expert_link,disorder_type,disorder_group,prevalence_class,prevalence_geo,prevalence_value,inheritance,age_of_onset,average_age_onset,average_age_death,complexity_score,complexity_level
26793,Deficit di acil-CoA deidrogenasi a catena molto lunga,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=26793,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
29072,"Feocromocitoma - paraganglioma, ereditario",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=29072,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
28378,"Tirosinemia, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=28378,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
29207,Artrite reattiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=29207,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
29073,Mieloma multiplo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=29073,Malattia,Malattia,1-9 / 100 000,United States,,,,,,3,Media
29822,Ipotermia periodica spontanea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=29822,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
30391,Atresia biliare isolata,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=30391,Anomalia morfologica,Malattia,1-5 / 10 000,Popolazione specifica,,,,,,2,Bassa
320,Eccesso apparente di mineralcorticoidi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=320,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
724,Polmonite eosinofila acuta idiopatica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=724,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
230,Deficit di dopamina beta-idrossilasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=230,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
725,Punte e onde continue durante il sonno,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=725,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
590,Sindrome miastenica congenita,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=590,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
404,"Iperaldosteronismo familiare, tipo II",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=404,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
756,Pseudoipoaldosteronismo tipo 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=756,Malattia,Malattia,1-9 / 100 000,United Kingdom,,,,,,3,Media
162,Sindrome cataratta congenita-disgenesia del segmento anteriore,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=162,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
544,Linfoma diffuso a grandi cellule B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=544,Gruppo di fenomi,Gruppo di malattie,1-5 / 10 000,Europa,,,,,,2,Bassa
545,Linfoma follicolare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=545,Malattia,Malattia,1-5 / 10 000,Europa,,,,,,2,Bassa
88,Anemia aplastica idiopatica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=88,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
102,Atrofia sistemica multipla,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=102,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
824,Mielofibrosi primitiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=824,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
748,Suscettibilità mendeliana alle malattie micobatteriche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=748,Gruppo di fenomi,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
729,Policitemia vera,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=729,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
25980,Miopatia con autofagia eccessiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=25980,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
26137,Arterite temporale giovanile,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=26137,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
26106,Tumore gastrico diffuso ereditario,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=26106,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
505395,Disfunzione del diaframma indotta dalla ventilazione meccanica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505395,Situazione clinica particolare in una malattia o sindrome,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
25968,Epilessia benigna occipitale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=25968,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
26790,Pseudomixoma del peritoneo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=26790,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
26792,Deficit di acil-CoA deidrogenasi a catena corta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=26792,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
26791,Deficit multiplo di acil-CoA deidrogenasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=26791,Malattia,Malattia,1-9 / 1 000 000,United States,,,,,,4,Media
49,Agenesia del pene,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=49,Anomalia morfologica,Malattia,,Mondiale,,,,,,0,Bassa
227,Difallia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=227,Anomalia morfologica,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
674,Pancreas accessorio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=674,Anomalia morfologica,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
353,"Distrofia muscolare dei cingoli, autosomica recessiva, tipo 2C",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=353,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
219,"Distrofia muscolare dei cingoli, autosomica recessiva, tipo 2F",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=219,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
641,Neuropatia motoria multifocale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=641,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
119,"Distrofia muscolare dei cingoli, autosomica recessiva, tipo 2E",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=119,Malattia,Malattia,<1 / 1 000 000,United Kingdom,,,,,,5,Alta
603,Miopatia distale tipo Welander,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=603,Malattia,Malattia,>1 / 1000,Sweden,,,,,,0,Bassa
505227,Immunodeficienza combinata da deficit di GINS1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505227,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
588,Malattia muscolo-occhio-cervello,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=588,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
505237,Sindrome crisi epilettiche ad esordio precoce-anomalie della parte distale degli arti- dismorfismi facciali-ritardo dello sviluppo globale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505237,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
899,Sindrome di Walker-Warburg,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=899,Malattia,Malattia,<1 / 1 000 000,United Kingdom,,,,,,5,Alta
505216,Aciduria 3-metilglutaconica tipo 9,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505216,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
272,"Distrofia muscolare congenita, tipo Fukuyama",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=272,Sindrome malformativa,Malattia,1-9 / 100 000,Japan,,,,,,3,Media
505208,Aciduria 3-metilglutaconica tipo 8,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505208,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
268,"Distrofia muscolare dei cingoli, autosomica recessiva, tipo 2B",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=268,Malattia,Malattia,1-9 / 1 000 000,United Kingdom,,,,,,4,Media
263,Distrofia muscolare dei cingoli,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=263,Gruppo di fenomi,Gruppo di malattie,1-9 / 1 000 000,Netherlands,,,,,,4,Media
600,Miopatia distale con debolezza delle corde vocali e della faringe,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=600,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
505248,Sindrome simil-mucopolisaccaridosi con cardiopatie congenite e anomalie dell'ematopoiesi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505248,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
609,Distrofia muscolare della tibia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=609,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
602,Miopatia GNE,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=602,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
505242,Sindrome regressione psicomotoria - aprassia oculomotoria - disturbo del movimento - nefropatia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505242,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508093,Sindrome MEPAN,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508093,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
508533,Sindrome displasia scheletrica-immunodeficienza delle cellule T-ritardo dello sviluppo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508533,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508542,Sindrome insufficienza midollare congenita progressiva-immunodeficienza delle cellule B-displasia scheletrica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508542,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508512,"Sindrome da ritardo della crescita prenatale, macchie caffè-latte congenite multiple, aumento degli scambi tra cromatidi fratelli",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508512,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508529,Epidermolisi bollosa semplice intermedia con cardiomiopatia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508529,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508523,Iperfenilalaninemia da deficit di DNAJC12,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508523,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508488,Sindrome da microdelezione 8q24.3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508488,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
508476,Sindrome labioschisi e palatoschisi-dismorfismi craniofacciali-cardiopatie congenite-sordità,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508476,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
508501,Sindrome oro-facio-digitale con bassa statura e brachimesofalangia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508501,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
508498,Sindrome disabilità intellettiva-cardiopatie-bassa statura-lassità articolare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508498,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
505652,Malattia da deficit di CDKL5,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505652,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
506307,Sindrome di Stromme,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=506307,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
506358,Sindrome di Gabriele de Vries,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=506358,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
506353,Paraplegia spastica complessa autosomica recessiva da disfunzione della via di Kennedy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=506353,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
495274,Malattia di Charcot-Marie-Tooth tipo 2T,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=495274,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
495844,Leucodistrofia ipomielinizzante autosomica recessiva correlata a C11ORF73,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=495844,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
495818,Sindrome da microdelezione 9q33.3q34.11,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=495818,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
495879,Agenesia congenita dello scroto,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=495879,Anomalia morfologica,Malattia,,Mondiale,,,,,,0,Bassa
495875,Sindrome agenesia labioscrotale congenita - malformazioni cerebellari - distrofia della cornea - dismorfismi faciali,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=495875,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
495930,Monosomia 7 familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=495930,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
496641,Sindrome atrofia cerebrale diffusa progressiva ad esordio precoce-microcefalia-debolezza muscolare-atrofia ottica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496641,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
496686,Sindrome cifosi-atrofia laterale della lingua-miopatia miofibrillare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496686,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
496689,Sindrome cifoscoliosi - atrofia laterale della lingua - paraplegia spastica ereditaria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496689,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
496693,Sindrome onfalocele-ernia diaframmatica-anomalie cardiovascolari-difetti del radio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496693,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
496751,Sindrome EVEN-plus,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496751,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
496756,Sindrome encefalopatia progressiva ad esordio precoce-atassia spastica-atrofia muscolare spinale distale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496756,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
496790,Sindrome anomalie oculari-neuropatia assonale-ritardo dello sviluppo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=496790,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
494433,Sindrome MIRAGE,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494433,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
494439,Sindrome retinite pigmentosa-sordità-invecchiamento precoce-bassa statura-dismorfismi facciali,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494439,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
494424,Aneurisma dell'arteria carotide extracranica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494424,Anomalia morfologica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
494428,Fibroelastosi pleuroparenchimale idiopatica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494428,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
494444,Sordità neurosensoriale e trombocitopenia correlata a DIAPH1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494444,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
494344,Sindrome del neurosviluppo correlata a RERE,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494344,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
494418,Carcinoma vulvare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494418,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
494547,Carcinoma a cellule squamose dell'ipofaringe,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494547,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
494541,Corea benigna ad esordio infantile con interessamento dello striato,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494541,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
494526,Discinesia generalizzata ad esordio neonatale con interessamento orofacciale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494526,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
494550,Carcinoma a cellule squamose della laringe,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=494550,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
500180,Regressione motoria e cognitiva ad esordio infantile associata ad anomalie del movimento extrapiramidale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500180,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
500188,Sindrome atresia del canale uditivo esterno - dilatazione del canale uditivo interno - dismorfismi facciali legata all'X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500188,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
68,Amebiasi con amebe libere,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=68,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
781,Febbre Q,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=781,Malattia,Malattia,<1 / 1 000 000,United States,,,,,,5,Alta
500150,Sindrome malformazioni cerebrali-anomalie muscoloscheletriche-dismorfismi facciali-disabilità intellettiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500150,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
500159,Sindrome microcefalia-ipoplasia del corpo calloso e del verme cerebellare-dismorfismi facciali-disabilità intellettiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500159,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
500163,Sidrome di Witteveen-Kolk,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500163,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
302,Epidermodisplasia verruciforme ereditaria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=302,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
297,Encefalite trasmessa da zecche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=297,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
182,Cromomicosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=182,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
128,Difillobotriasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=128,Malattia,Malattia,1-9 / 1 000 000,France,,,,,,4,Media
210,Ciclosporiasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=210,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
76,Strongiloidiasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=76,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
74,Angiostrongilosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=74,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
108,Babesiosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=108,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
78,Anchilostomiasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=78,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
500135,Sindrome neuroni multinucleati-anidramnios-displasia renale-ipoplasia cerebellare-idranencefalia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500135,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
500144,Sindrome encefalopatia progressiva a esordio precoce-ipoacusia-ipoplasia del ponte-atrofia cerebrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500144,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
500055,Sindrome da microdelezione 16p13.2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500055,Sottotipo eziologico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
500095,Sindrome alta statura - disabilità intellettiva - anomalie renali,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500095,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
500062,Sindrome febbre periodica a esordio neonatale - panniculite - dermatosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500062,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
129,Pseudoalopecia areata di Brocq,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=129,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
123,Sindrome di Björnstad,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=123,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
898,Malattia di Wagner,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=898,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
500478,Carcinoma a cellule squamose dell'orofaringe,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=500478,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
518,Leucemia megacarioblastica acuta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=518,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
318,Leucemia eritroide acuta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=318,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
514,Leucemia monoblastica acuta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=514,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
517,Leucemia mielomonocitica acuta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=517,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
505,Sindrome di Graham Little-Piccardi-Lassueur,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=505,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
346,Follicolite decalvante di Quinquaud,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=346,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
222,Dermatosi pustolosa erosiva del cuoio capelluto,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=222,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
